100,245,511,505,700,518,IsBarnes,Location,formatted_date,formatted_title,Original Folder Name,New Folder Name
"1\$aWadsworth, Zachary.",00$aD. M. A. recital.,"0\$aZachary Wadsworth, composer ; various performers.","00$tPrelude: time, suspended : (2010)$r(Amit Gilutz, piano) --$tPictures of the floating world : (2008, rev. 2009).$tThe garden by moonlight ;$tOpal ;$tSeptember, 1918 ;$tStorm-racked ;$tAubade ;$tA dream in wartime$r(Annamarie Zmolek, soprano ; Zachary Wadsworth, piano) --$tThe muses : (2007).$ta sinfonia to Calliope, muse of epic poetry ;$ta string duet to Erato, muse of erotic poetry ;$ta harpsichord solo to Thalia, muse of comedy ;$ta motet to Polyhymnia, muse of sacred song ;$ta courante to Terpsichore, muse of dance ;$ta recitative and arietta to Euterpe, muse of music ;$ta lute solo to Melpomene, muse of tragedy ;$ta duet to Clio, muse of history ;$ta meditation to Urania, muse of astronomy$r(Angela Early, violin ; Heather Miller Lardin, viola da gamba ; David Yearsley, harpsichord) --$tThe crown : (2010).$tLa Corona ;$tAnnunciation ;$tNativity$r(Annamarie Zmoleky, soprano ; Angela Early, violin ; Zachary Wadsworth, piano).",,"\\$oRecorded$d2010 November 8,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/8/10 0:00,D. M. A. recital.,20101108_Wadsworth,
,00$aCornell Contemporary Chamber Players :$bcentral Europe meets central New York.,"0\$aCharles Cacioppo and Taylan Cihan, directors.","00$tVir{acute}ag az ember... [J{acute}at{acute}ekok] (1b) : Flowers we are, frail flowers /$rGy{uml}orgy Kurt{acute}ag ;$tGottes Zeit ist die allerbeste Zeit, BWV 106 /$rJ. S. Bach ; arr. Kurt{acute}ag (Annabell Suh, Hu Fu) --$tBallade, from piano sonata ;$rNicco Athens ;$tHommage {grave}a Farkas Ferenc [J{acute}at{acute}ekok] (4) : Adoration, adoration, accursed desolation /$rKurt{acute}ag ;$tAus tiefer Not schrei ich zu dir, BWV 687 /$rJ. S. Bach ; arr. Kurt{acute}ag (Yiran Wang, Hu Fu) --$tRememberances /$rEric Nathan ;$tVer{acute}es : Beating ;$tHommage {acute}a Halm{acute}agy Mih{acute}aly /$rKurt{acute}ag ;$tReisim /$rAmit Gilutz ;$tPrelude and choral /$rKurt{acute}ag (Robert Toha ; Xak Bjerken) --$tPiano preludes: time, suspended /$rZachary Wadsworth ;$tIntermezzo no. 2 /$rTakumna Itoh ;$tO Lamm Gottes, unschuldig, BWV 618 /$rJ. S. Bach ; arr. Kurt{acute}ag ;$tIn memoriam Gy{uml}orgy Seb{uml}ok /$rKurt{acute}ag (Amit Gilutz ; Jesse Jones) --$tTableau /$rJesse Benjamin Jones ;$tBells : Hommage {grave}a Stravinksy ;$tHommage {acute}a Farkas Ferenc [J{acute}at{acute}ekok] (3) : Evocation of Petrushka ;$tHommage {acute}a Farkas Ferenc [J{acute}at{acute}ekok] (2) : Scraps of a melody--faintly recollected /$rKurt{acute}ag (Emily Choi ; Tiffany Tsay ; Daniel Anastasio).","1\$aCacioppo, Charles,$eperformer.;1\$aCihan, Taylan,$eperformer.","\\$oRecorded$d2010 November 13,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/13/10 0:00,Cornell Contemporary Chamber Players: central Europe meets central New York.,20101113_CCCP,
,00$aCornell Chamber Orchestra.,"0\$aCornell Chamber Orchestra ; Chris Younghoon Kim, conductor ; Judith Kellock, soprano ; Brad Hougham, baritone ; Paige Morgan, oboe ; Paul Wonjin Cho, clarinet.","00$tSongs for 1840 orchestration project.$tDie Lotosblume (orch. Yuan Peiying) ;$tAuf einer Burg (orch. Takuma Itoh) ;$tWarte, warte, wilder Schiffmann (orch. Zachary Wadsworth) ;$tIn der Fremde (orch. Eric Nathan) ;$tHor' ich das Liedchen klingen (orch. Amit Gilutz) ;$tStirb, Lieb' und Freud'! (orch. Niccolo D. Athens) ;$tWehmut (orch. Steven Stucky) /$rRobert Schumann (with Ms. Kellock and Mr. Hougham) --$tConcerto for oboe, clarinet and strings.$tDeclamando ;$tLarghetto ;$tFurioso /$rJohn Harbison (with Ms. Morgan and Mr. Cho).","1\$aKim, Chris Younghoon,$econductor.;1\$aKellock, Judith,$eperformer.;1\$aHougham, Brad,$eperformer.;1\$aMorgan, Paige$c(English horn player),$eperformer.;1\$aCho, Paul Wonjin,$eperformer.","\\$oRecorded$d2010 November 14,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/14/10 0:00,Cornell Chamber Orchestra.,20101114_Chamber_Orchestra,
,00$aCornell University jazz ensembles.,"0\$aPaul Merrill, director ; Joe Carello, guest saxophonist.",00$tBolivia /$rCedar Walton --$tBlue in green /$rBill Evans --$tStar eyes /$rGene De Paul and Don Raye --$tDown for the count /$rFrank Foster --$tMr. Stix /$rJerry Nowak --$tAll of me /$rGerald Marks ; arr. Billy Beyers --$tOnce I loved /$rAntonio Carlos Jobin ; arr. Phil Woods --$tDon't git sassy /$rThad Jones --$tBlue moon /$rRichard Rodgers and Lorentz Hart ; arr. Brian Lynch --$tUppin' Adam /$rFred Sturm.,"1\$aMerrill, Paul.;1\$aCarello, Joe,$eperformer.","\\$oRecorded$d2010 November 22,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/22/10 0:00,Cornell University jazz ensembles.,20101122_Jazz_Ensembles; 20101122_Jazz_Ensembles 2,
,00$aStudent chamber music recital.,0\$aVarious performers.,"00$tFrauenliebe und Leben, op. 42.$tSeit ich ihn gesehen ;$tEr, der Herrlicheste ;$tIch kann's nicht fassen, nicht glauben ;$tDu Ring an meinem Finger ;$tHelft mir, ihr Schwestern ;$tS{uml}usser Freund, du blickest mich verwundert an ;$tAn meinem Herzen, an meiner Brust ;$tNun hust du mir den ersten Schmerz getan /$rRobert Schumann (Liza Sobel, soprano ; Luyuan Xing, piano) --$tFrom Sonata for violin and piano in F major, op. 24 : (""Spring"") :$tAllegro ;$tAdagio molto espressivo /$rLudwig Van Beethoven (Joan Kim, violin ; Yiran Wang, piano) --$tFantasie in F minor, op. 49 /$rFr{acute}ed{acute}eric Chopin (Yiran Wang, piano) --$tFrom Piano quintet in F minor :$tMolto moderato quasi lento--allegro ;$tLento, con molto sentimento /$rC{acute}esar Franck (Will Moseson and Elaine Higashi, violins ; Hanna de Kleer, viola ; Michael Shen, cello ; Xak Bjerken, piano) --$tSonata no. 1 for violin and piano in A minor, op. 105.$tMit leidenschaftlichem Ausdruck ;$tAllegretto ;$tLebhaft /$rSchumann (Angela Early, violin ; Daniel Anastasio, piano).",,"\\$oRecorded$d2010 November 29,$pBarnes Hall, Cornell University.",TRUE,Barnes,11/29/10 0:00,Student chamber music recital.,20101129_Student_Chamber,
,00$aLes Petits Violons.,"0\$aMathieu Langlois, director.","00$tOverture IV, from Le journal de printems : (1695).$t[Overture] ;$tEntr{acute}ee ;$tRondeau ;$tGavotte ;$tMenuet ;$tPassacaille /$rJohann Caspar Ferdinand Fischer --$tQuatri{grave}eme concert, from Pi{grave}eces de clavecin en concerts : (1741).$t""La pantomime,"" loure vive ;$tL'indiscrette ;$tLa rameau /$rJean-Philippe Rameau (Kenneth Fung, violin ; Aara Edwards, viola ; Mark Ferraguto, harpsichord) --$tCinqui{grave}eme concert, from Pi{grave}eces de clavecin en concerts : (1741).$tFugue, ""la forqueray"" ;$tLa cupis ;$tLa marais /$rRameau (Mathieu Langlois, traverso ; Anaar Desai-Stevens, violin; Mark Ferraguto, harpsichord) --$tChaconne, from Les fontaines de Versailles : (1683) /$rMichel-Richard de Lalande.","1\$aLanglois, Mathieu.","\\$oRecorded$d2010 December 1,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/1/10 0:00,Les Petits Violons.,2010121_Les_Petits_Violons,
,00$aStudio 342 :$bvoice students of Judith Kellock.,0\$aVoice students of Judith Kellock ; with pianists Blaise Bryski and Esther Taylor.,"00$tExtase ;$tChanson triste /$rHenri Duparc (Liza Sobel, soprano ; with Ms. Taylor) --$tLes berceaux /$rGabriel Faur{acute}e (Daniel Schug, tenor ; with Ms. Taylor) --$tIn uomini, in soldati from Cosi fan tutte /$rWolfgang Amadeus Mozart (Erin Goers, soprano ; with Mr. Bryski) --$tAls Luise die Briefe ;$tAbendempfindung /$rMozart (Lorraine Fitzmaurice, soprano ; with Mr. Bryski) --$tLaudate dominum, from Vespere solenne de Confessore /$rMozart (Hilary Garnish, soprano ; with Ms. Taylor) --$tLaudamus te, from Great mass in C /$rMozart (Carolyn Rogers, soprano ; with Mr. Bryski) --$tPer questa bella mano /$rMozart (Alexander Reese, bariton ; with Mr. Bryski) --$tFrom Dido and Aeneas :$tRecit: Thy hand, Belinda ;$tAria: When I am laid in earth /$rHenry Purcell (Tiara Marshall, mezzo-soprano ; with Mr. Bryski) --$tTotal eclipse, from Samson /$rGeorge Frideric Handel (Christo Nicholoudis, tenor ; with Ms. Taylor) --$tFrom Ode for St. Cecilia's Day :$tWhat passion cannot music raise and quell /$rHandel (Carolyn Rogers, soprano ; Andrea Cameron and Vivian Yang, cellos ; Mr. Bryski, harpsichord) --$tIn a gondola /$rNed Rorem (Kristina Brooks, soprano ; with Mr. Bryski) --$tSure on this shining night /$rSamuel Barber (Alexander Cooper, baritone ; with Ms. Taylor) --$tA nun takes the veil /$rBarber (Erin Goers, soprano ; with Ms. Taylor).","1\$aKellock, Judith.;1\$aBryski, Blaise,$eperformer.;1\$aTaylor, Esther,$eperformer.","\\$oRecorded$d2010 December 2,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/2/10 0:00,Studio 342: voice students of Judith Kellock.,20101202_Voice_Students,
,00$aStudents of Xak Bjerken.,0\$aVarious performers.,"00$tSonata in G minor, K. 12 ;$tSonata in G major, K. 201 /$rDomenico Scarlatti (Robert Toha) --$tIntermezzos nos. 1 and 2, op. 118 /$rJohannes Brahms (Annabell Suh) --$tBallade in F major, op. 38 /$rFr{acute}ed{acute}eric Chopin (Irene Shao) --$tEtude no. 3 in F major, op. 25 /$rChopin ;$tEtude no. 5 pour les octaves /$rClaude Debussy (Daniel Anastasio) --$tFrom Gaspard de la nuit :$tOndine /$rMaurice Ravel (Vikram Potdar) --$tFrom Sonata in F major, Hob. XVI: 23 :$tAllegro moderato /$rFranz Haydn (Emily Choi) --$tConcert etude no. 3, Un sospiro /$rFranz Liszt (Sharon Lau) --$tVariations s{acute}erieuses, op. 52 /$rFelix Mendelssohn (Tiffany Tsay).","1\$aBjerken, Xak.","\\$oRecorded$d2010 December 5,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/5/10 0:00,Students of Xak Bjerken.,20101205_Xak_Students,
,00$aStudent chamber music recital.,0\$aVarious performers.,"00$tSolo de concours, for clarinet and piano /$rAndr{acute}e Messager (Jeffrey Lau, clarinet ; Yi Lu, piano) --$tSonata in A minor for 4 cellos.$tAdagio ;$tAllegro ;$tLargo ;$tAllegro /$rJoseph Bodin de Boismortier (Jamie Lee, Vivian Yang, Andrea Cameron, and John Haines-Eitzen, cellos) --$tString quartet no. 8 in C minor, op. 110.$tLargo ;$tAllegro molto ;$tAllegretto ;$tLargo ;$tLargo /$rDmitri Shostakovich (Katerina Jeng and Ben Nozarzewski, violins ; Alexander Hallenbeck, viola ; Jamie Lee, cello) --$tLe grand tango, for cello and piano /$rAstor Piazzolla (Kathleen Agres, cello ; Miri Yampolsky, piano).",,"\\$oRecorded$d2010 December 7,$pBarnes Hall, Cornell University.",TRUE,Barnes,12/7/10 0:00,Student chamber music recital.,20101207_Student_Chamber,
,00$aStudent recital.,"0\$aDaniel Anastasio, piano.","00$tPrelude and fugue in A minor, from The well-tempered clavier, book II /$rJohann Sebastian Bach --$tEtude in F major, op. 25, no. 3 /$rFr{acute}ed{acute}eric Chopin --$tEtude no. 5 pour les octaves /$rClaude Debussy --$tViolin sonata no. 1 in A minor, op. 105.$tMit leidenschaftlichem Ausdruck ;$tAllegretto ;$tLebhaft /$rRobert Schumann (Nicholas DiEugenio, violin) --$tFantasie in C major, op. 17.$tDurchaus phantastisch und leidenschaftlich vorzutragen--im legendenton--erstes tempo ;$tM{uml}a{C7}ig: durchaus energisch ;$tLangsam getragen. Durchweg leise zu halten--etwas bewegter /$rSchumann.","1\$aAnastasio, Daniel,$eperformer.","\\$oRecorded$d2010 December 10,$pBailey Hall, Cornell University.",FALSE,Bailey,12/10/10 0:00,Student recital.,20101210_Anastasio_Recital,
,00$aSchoenberg's playlist :$blistening to Vienna at the beginning of the 20th century.$pConcert I.,0\$aVarious performers.,"00$tV{uml}oglein Schwermut, op. 10, no. 3 : (1901) ;$tDer Tag wird k{uml}uhl : (1896) /$rAlexander Zemlinsky ;$tHain in diesen Paradiesen, from Book of hanging gardens, op. 15 : (1910) /$rArnold Schoenberg ;$tBild der Liebe, from Eight early songs : (1908) ;$tAm Ufer, from Five songs : (1908) ;$tDies ist ein Lied, from 5 Lieder aus Der siebente Ring, op. 3 : (1908) /$rAnton Webern ;$tSommerf{uml}aden, op. 2, no. 1 : (1901) ;$tSpuk, op. 7, no. 4 : (1902) /$rFranz Schreker (Rachel Calloway, mezzo-soprano ; Xak Bjerken, piano) --$tString quartet, op. 3 : (1910).$tLangsam ;$tM{uml}a{C7}ige viertel /$rAlban Berg (Daedalus quartet: Min-Young Kim, violin ; Ara Gregorian, violin ; Jessica Thompson, viola ; Raman Ramakrishnan, cello) --$tVariations for piano, op. 27 : (1936).$tSehr m{uml}a{C7}ig ;$tSehr schnell ;$tRuhig flie{C7}end /$rWebern (Mike Lee, piano) --$tQuartet no. 3 in A major, op. 4 : (1909).$tInnig bewegt ;$tKr{uml}aftig bewegt ;$tSehr langsam ;$tSt{uml}urmisch /$rKarl Weigl (Daedalus Quartet).","1\$aBjerken, Xak.","\\$oRecorded$d2011 January 28,$pBarnes Hall, Cornell University.",TRUE,Barnes,1/28/11 0:00,Schoenberg's playlist: listening to Vienna at the beginning of the 20th century.$pConcert I.,20110128_Shoenberg_Concert_I,
,00$aSchoenberg's playlist :$blistening to Vienna at the beginning of the 20th century.$pConcert III.,0\$aVarious performers.,"00$tLa chevelure, from Les chansons de bilitis : (1898) /$rClaude Debussy ;$tNacht, from Seven early songs (1905-08) /$rAlban Berg ;$tDie stille Stadt, from Five songs : (1910) /$rAlma Mahler ;$tWarm die L{uml}ufte, from Four songs, op. 2 : (1910) /$rBerg ;$tDas St{uml}andchen, from Six simple songs, op. 9 : (1911) /$rErich Korngold (Rachel Calloway, mezzo-soprano ; Xak Bjerken, piano) --$tSonata in G major for violin and piano, op. 6 : (1913).$tBen moderato, ma con passione ;$tScherzo: allegro molto--trio: moderato cantabile ;$tAdagio, mit tiefer empfindung ;$tFinale: allegretto quasi andante /$rKorngold (Joseph Lin, violin ; Miri Yampolsky, piano) --$tF{circ}etes, from nocturnes : (arr. 1909) /$rDebussy ;$rarr. Maurice Ravel (Yiran Wang and Xak Bjerken, pianos) --$tLieder eines fahrenden Gesellen : (1896, arr. 1920).$tWenn mein Schatz Hochzeit macht ;$tGing heut morgen {uml}ubers Feld ;$tIch hab' ein gl{uml}uhend Messer ;$tDie zwei blauen Augen von meinem Schatz /$rGustav Mahler ;$rarr. Schoenberg (Rachel Calloway, mezzo-soprano ; Juliana Pepinsky, flute ; Richard Faria, clarinet ; Joseph Lin, Nicholas DiEugenio, violins ; Zachary Slack, viola ; John Haines-Eitzen, cello ; Nicholas Walker, bass ; Roger Moseley, piano ; Jesse Jones, harmonium ; Cayenna Ponchione, percussion ; Jeff Meyer, conductor).","1\$aBjerken, Xak,$eperformer.","\\$oRecorded$d2011 January 30,$pBarnes Hall, Cornell University.",TRUE,Barnes,1/30/11 0:00,Schoenberg's playlist: listening to Vienna at the beginning of the 20th century.$pConcert III.,20110130_Schoenberg_Concert_III,
,"00$aGuest ensemble, Argento Chamber Ensemble.","0\$aArgento Chamber Ensemble ; Judith Kellock, soprano ; Paula Robison, narrator.","00$tKreutzerspiel /$rMichel Galante (David Fulmer, violin ; Michel Galante, piano) --$tFlicker /$rGalante (Carol McGonnell, clarinet ; Michel Galante, piano) --$tCancionero sefard{acute}i : (1999).$tA la luna nac{acute}i yo ;$tEl mi querido bevi{acute}o vino ;$tAl kenar de la nixava ;$tPregoneros van y vienen ;$tUna matica de ruda ;$tDolores tiene la reina ;$tAvridme galancia /$rRoberto Sierra (with Ms. Kellock ; Miranda Cuckson, violin ; Greg Hesselink, cello ; Sooyun Kim, flute ; Carol McGonnell, clarinet ; Joanna Chao, piano ; David Fulmer, conductor) -- Pierrot lunaire, op. 21 : (1912) /$rArnold Schoenberg (with Ms. Robison ; Miranda Cuckson, violin ; Greg Hesselink, cello ; Sooyun Kim, flute ; Carol McGonnell, clarinet ; Joanna Chao, piano ; Michel Galante, conductor).","1\$aKellock, Judith,$eperformer.;1\$aRobison, Paula,$eperformer.","\\$oRecorded$d2011 March 5,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/5/11 0:00,"Guest ensemble, Argento Chamber Ensemble.",20110305_Argento,
,00$aArgento Chamber Ensemble.,"0\$aCornell Contemporary Chamber Players ; Charles Cacioppo and Taylan Cihan, directors ; with guest ensemble Argento Chamber Ensemble ; Miranda Cuckson, violin ; Greg Hesselink, cello ; Sooyun Kim, flute ; Carol McGonnell, clarinet ; Joanna Chao, piano ; Dave Fulmer, conductor ; with guest Rachel Calloway, mezzo-soprano.",00$tMusic for quintet /$rCharles Cacioppo --$tImprovisation /$rAmit Gilutz --$tParallel divergence /$rTakuma Itoh --$tGarapan /$rYuan Peiying --$tHarmonies po{acute}etiques et religieuses.$tPrologue ;$tTombez larmes ;$tInterlude ;$tD'o{grave}u me vient cette paix? ;$tInterlude ;$tVoix de mon {circ}ame ;$tEpilogue /$rJesse Jones (with Ms. Calloway).,"1\$aCihan, Taylan.;1\$aCacioppo, Charles.;1\$aCuckson, Miranda,$eperformer.;1\$aHesselink, Gregory,$eperformer.;1\$aKim, Sooyun,$eperformer.;1\$aMcGonnell, Carol,$eperformer.;1\$aChao, Joanna,$eperformer.;1\$aFulmer, David,$d1981-$eperformer.;1\$aCalloway, Rachel,$eperformer.","\\$oRecorded$d2011 March 6,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/6/11 0:00,Argento Chamber Ensemble.,20110306_Argento,
,"00$aGuest artist, Elizabeth Simkin, cello, with Miri Yampolsky, piano.","0\$aElizabeth Simkin, cello ; Miri Yampolsky, piano.","00$tSonata in E minor for cello and piano, op. 38.$tAllegro non troppo ;$tAllegretto quasi menuetto ;$tAllegro /$rJohannes Brahms --$tLe grand tango /$rAstor Piazzolla --$tSonata in C major for cello and piano, op. 119.$tAndante grave ;$tModerato ;$tAllegro, ma non troppo /$rSergei Prokofiev --$tSpiegel im Spiegel /$rArvo P{uml}art.","1\$aSimkin, Elizabeth,$eperformer.;1\$aYampolsky, Miri,$eperformer.","\\$oRecorded$d2011 March 16,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/16/11 0:00,"Guest artist, Elizabeth Simkin, cello, with Miri Yampolsky, piano.",20110316_Simkin_and_Yampolsky,
,"00$aGuest artist, Jon Fredric West, tenor.","0\$aJon Fredric West, tenor ; Judith Kellock, soprano ; Blaise Bryski, piano.","00$tDie Post /$rFranz Schubert ;$tAprile /$rFrancesco Paolo Tosti ;$t""The sound of music,"" from The sound of music /$rRichard Rodgers, Oscar Hammerstein (Mr. West and Mr. Bryski) --$tDu liebst mich nicht ;$tDass sie hier gewesen /$rSchubert ;$tPromise me not to love me ;$tThe morning after /$rHarold Arlen (Ms. Kellock and Mr. Bryski) --$tThere is a lady sweet and kind /$rNorman Dello Joio ;$tThe lake isle of Innisfree /$rBen Moore (Mr. West and Mr. Bryski) --$tMamma /$rCesare Andrea Bixio ;$tDicitencello vuie /$rRodofo Falvo (Mr. West and Mr. Bryski) --$tFrom Tannh{uml}auser, Act II :$tGepriesen sei die Stunde, Gepriesen sei die Macht /$rRichard Wagner (Ms. Kellock, Mr. West and Mr. Bryski, with Alexander Reese as Wolfram) --$tDu bist die Ruh ;$tLachen und Weinen /$rSchubert ;$t""Get happy,"" from Nine-fifteen review ;$t""Over the rainbow,"" from The wizard of oz /$rArlen (Ms. Kellock and Mr. Bryski) --$tFrom Tannh{uml}auser, Act III :$tRomerzaehlung /$rWagner (Mr. West and Mr. Bryski).","1\$aWest, Jon Fredric,$d1952-$eperformer.;1\$aKellock, Judith,$eperformer.;1\$aBryski, Blaise,$eperformer.","\\$oRecorded$d2011 March 28,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/28/11 0:00,"Guest artist, Jon Fredric West, tenor.",20110328_West_Kellock_Bryski,
,"00$aGuest ensemble, Momenta Quartet.","0\$aCornell Contemporary Chamber Players ; Charles Cacioppo and Taylan Cihan, directors ; with guest ensemble Momenta Quartet ; Emilie-Anne Gendron, violin ; Asmira Woodward-Page, vioin ; Stephanie Griffin, viola ; Michael Haas, cello.",00$tPanache /$rJesse Jones --$tEt in arcadia ego /$rNiccolo Athens --$tFour to one /$rEric Nathan --$tFour to one /$rEric Nathan --$tEt in arcadia ego /$rAthens --$tPanache /$rJones.,"1\$aCihan, Taylan,$eperformer.;1\$aCacioppo, Charles,$eperformer.;1\$aGendron, Emilie-Anne,$eperformer.;1\$aWoodward-Page, Asmira,$eperformer.;1\$aGriffin, Stephanie$c(Violist),$eperformer.;1\$aHaas, Michael,$eperformer.","\\$oRecorded$d2011 March 31,$pBarnes Hall, Cornell University.",TRUE,Barnes,3/31/11 0:00,"Guest ensemble, Momenta Quartet.",20110331_CCCP_Momenta,
"1\$aSchubert, Franz,$d1797-1828.","10$aMalcolm Bilson, fortepiano.","0\$aMalcolm Bilson, fortepiano.","00$tAllegro moderato in E major, D. 459 : (1816) --$tSonata in A major, D. 959 : (1828) --$tAllegretto in C major, D. 346, unfinished : (1815) : completion by Malcolm Bilson --$tSonata in B-flat major, D. 960 : (1828).$tMolto moderato ;$tAndante sostenuto ;$tScherzo: allegro vivace con delicatezza ;$tAllegro ma non troppo.","1\$aBilson, Malcolm,$eperformer.","\\$oRecorded$d2011 April 4,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/4/11 0:00,"Malcolm Bilson, fortepiano.",20110404_Malcom_Bilson,
,00$aFestival Chamber Orchestra.,"0\$aCynthia Johnston Turner, conductor.","00$tTslila = (""Diving"") /$rAmit Gilutz --$tMusic for percussion soloist and chamber orchestra /$rCharles Cacioppo (Nic Cacioppo, percussion) --$tFrom The crown :$tAnnunciation ;$tNativity /$rZachary Wadsworth (Judith Kellock, soprano) --$tScherzo for electric guitar and chamber orchestra /$rRyan Gallagher (Ryan Gallagher, guitar).","1\$aJohnston Turner, Cynthia,$econductor.","\\$oRecorded$d2011 April 9,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/9/11 0:00,Festival Chamber Orchestra.,20110409_Festival_Chamber_Orchestra,
,00$aSenior honors recital.,"0\$aDaniel Anastasio, piano ; with Joseph Lin, violin.","00$tScraps of a Colinda melody faintly recollected /$rGy{uml}orgy Kurt{acute}ag --$tPiano sonata no. 13 in E-flat major, op. 27, no. 1 (""Quasi una fantasia"").$tAndante--allegro--andante ;$tAllegro molto e vivace ;$tAdagio con espressione ;$tAllegro vivace /$rLudwig van Beethoven --$tViolin sonata no. 2 in A major, op. 100.$tAllegro amabile ;$tAndante tranquillo--vivace--andante--vivace di piu--andante--vivace ;$tAllegretto grazioso (quasi andante) /$rJohannes Brahms (with Mr. Lin) --$tFrom Four impromptus, op. 90, D. 899 :$tNo. 3 in G-flat major /$rFranz Schubert --$tValse-impromptu /$rFranz Liszt --$tBallade no. 4 in F minor, op. 52 /$rFr{acute}ed{acute}eric Chopin.","1\$aAnastasio, Daniel,$eperformer.;1\$aLin, Joseph,$eperformer.","\\$oRecorded$d2011 April 14,$pBarnes Hall, Cornell University.",TRUE,Barnes,4/14/11 0:00,Senior honors recital.,20110414_Daniel_Anastasio_with_Joseph_Lin,
